Serial Number,Title,Publication Year,Author/Organization,Link,PDF Title,"Review (1 = Updated on sheet, 2 = Found on Drive but not on sheet; 3 = Did not find on Drive)"
940,6 Ways to Bridge the Urban-Rural Divide in Sanitation,2016,Tatiana Gallego-Lizón,https://blogs.adb.org/blog/6-ways-bridge-urban-rural-divide-sanitation,6 Ways to Bridge the Urban-Rural Divide in Sanitation _ Asian Development Blog,
941,The future of human behaviour research,2022,"Janet M. Box-Steffensmeier, Jean Burgess, Maurizio Corbetta, Kate Crawford, Esther Duflo, Laurel Fogarty, Alison Gopnik, Sari Hanafi, Mario Herrero, Ying-yi Hong, Yasuko Kameyama, Tatia M. C. Lee, Gabriel M. Leung, Daniel S. Nagin, Anna C. Nobre, Merete Nordentoft, Aysu Okbay, Andrew Perfors, Laura M. Rival, Cassidy R. Sugimoto, Bertil Tungodden & Claudia Wagner ",https://www.nature.com/articles/s41562-021-01275-6,s41562-021-01275-6,
942,A manifesto for applying behavioural science,2023,Michael Hallsworth,nature.com/articles/s41562-023-01555-3,s41562-023-01555-3,
943,BEHAVIORAL APPROACHES TO ENHANCE CASH TRANSFERS,2019,"Laura Rawlings, Andrea Vermehren, and Tasmia Rahman, Achille Razakatoanina, Saugato Datta and Josh Martin",https://thedocs.worldbank.org/en/doc/673941575490722891-0160022019/original/SPJCC19SSND6S4PanelBehavioralApproachestoenhanceCTs.pdf,SPJCC19SSND6S4PanelBehavioralApproachestoenhanceCTs,
944,Why Behavioral Science Has Become the Next Big Thing for Solving Society’s Problems?,2017,The Design Lab,Behavioral Science 101: The Next Frontier Of Social Progress - The Decision Lab,Behavioral Science 101_ The Next Frontier Of Social Progress - The Decision Lab,
945,"Behavioural Science 101: Influence, Nudging and Choice Architecture",2021,Albert Evans,https://www.tlfresearch.com/customer-insight-magazine/behavioural-science-101/,Behavioural Science 101,
946,Behavior Science 101: The 5 Most Important Concepts to Understand,2023,Hugo Rourke,https://perxhealth.com/news-and-articles/behavior-science-101-the-5-most-important-concepts-to-understand/,Behavior Science 101_ The 5 Most Important Concepts to Understand - Perx Health,
947,Behavioural Economics 101: We’re Only Human.,NA,Astrid Groenewegen,https://suebehaviouraldesign.com/behavioural-economics-101-were-only-human/,Behavioural economics 101_ We’re only human. - SUE _ Behavioural Design,
948,Decision Making Process,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/decision-making-process,Decision-making process - The Decision Lab,
949,Behavioural Product Roadmap,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/management/behavioral-product-roadmap-example,Behavioral Product Roadmap Example - The Decision Lab,
950,Perceptual Barriers,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/perceptual-barriers,Perceptual Barriers - The Decision Lab - The Decision Lab,
951,SaniFOAM Framework,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/management/sanifoam-framework,SaniFOAM Framework - The Decision Lab - The Decision Lab,
952,Regulatory Focus Theory,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/management/regulatory-focus-theory,Regulatory Focus Theory - The Decision Lab,
953,Semantic Barriers,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/semantic-barriers,Semantic Barriers - The Decision Lab,
954,Rationalism,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/philosophy/rationalism,Rationalism - The Decision Lab,
955,4E Framework,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/management/4e-framework,4E Framework - The Decision Lab,
956,System 1 and System 2 Thinking,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/philosophy/system-1-and-system-2-thinking,System 1 and System 2 Thinking - The Decision Lab,
957,Salience,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/salience,Salience - The Decision Lab,
958,Selective Exposure Theory,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/selective-exposure-theory,Selective Exposure Theory - The Decision Lab,
959,Goal Setting Theory,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/philosophy/goal-setting-theory,Goal-Setting Theory - The Decision Lab,
960,Zero Price Effect,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/zero-price-effect,Zero Price Effect - The Decision Lab,
961,Self Determination Theory,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/self-determination-theory,Self Determination Theory - The Decision Lab,
962,Change Agenct,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/management/change-agent,Change Agent - The Decision Lab,
963,Social Loafing,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/sociology/social-loafing,Social Loafing - The Decision Lab,
964,The Whorf Hypothesis,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/linguistics/the-whorf-hypothesis,The Whorf Hypothesis - The Decision Lab,
965,CrI2SP Framework,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/management/cri2sp-framework,CrI2SP Framework - The Decision Lab,
966,Choice Overload,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/choice-overload,Choice Overload - The Decision Lab,
967,Information Overload,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/information-overload,Information Overload - The Decision Lab,
968,Ego States,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/ego-states,Ego States - The Decision Lab,
969,Hypotheses,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/philosophy/hypotheses,Hypotheses - The Decision Lab,
970,COM-B model for behaviour change,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/organizational-behavior/the-com-b-model-for-behavior-change,The COM-B Model for Behavior Change - The Decision Lab,
971,Choice Architecture,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/choice-architecture,Choice Architecture - The Decision Lab,
972,MINDSPACE Framework,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/neuroscience/mindspace-framework,MINDSPACE Framework - The Decision Lab,
973,Bayesian Network,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/statistics/bayesian-network,Bayesian Network - The Decision Lab,
974,Prospect Theory,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/economics/prospect-theory,Prospect Theory - The Decision Lab,
975,EAST Framework,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/management/east-framework,EAST Framework - The Decision Lab,
976,Interntion-Action Gap,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/intention-action-gap,Intention-Action Gap - The Decision Lab,
977,SCAMPER,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/philosophy/scamper,SCAMPER - The Decision Lab,
978,The Endowment Effect,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/economics/the-endowment-effect,The Endowment Effect - The Decision Lab,
979,Maslow's Pyramid,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/maslows-pyramid,Maslow’s Pyramid - The Decision Lab,
980,Behavioural Perspective,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/philosophy/behavioral-perspective,Behavioral Perspective - The Decision Lab,
981,The Delphi Method,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/management/the-delphi-method,The Delphi Method - The Decision Lab,
982,Social Norms,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/anthropology/social-norm,Social Norm - The Decision Lab,
983,Incentives,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/economics/incentives,Incentives - The Decision Lab,
984,Defaults,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/defaults,Defaults - The Decision Lab,
985,Anchoring,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/philosophy/anchoring,Anchoring - The Decision Lab,
986,Bounded Rationality,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/bounded-rationality,Bounded Rationality _ Reference Guide - The Decision Lab,
987,The Butterfly Effect,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/economics/the-butterfly-effect,The Butterfly Effect - The Decision Lab,
988,The Paradox of Choice,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/economics/the-paradox-of-choice,The Paradox of Choice - The Decision Lab,
989,Social Proof,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/social-proof,Social Proof - The Decision Lab,
990,Biases,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/biases,Biases - The Decision Lab,
991,The Tragedy of Commons,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/sociology/the-tragedy-of-the-commons,The Tragedy of the Commons - The Decision Lab,
992,Game Theory,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/economics/game-theory,The Tragedy of the Commons - The Decision Lab,
993,Growth Mindset,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/neuroscience/growth-mindset,Growth Mindset - The Decision Lab,
994,Habits,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/neuroscience/habits,Habits - The Decision Lab,
995,Herd Behaviour,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/anthropology/herd-behavior,Herd Behavior - The Decision Lab,
996,Nudges,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/economics/nudges,Nudges - The Decision Lab,
997,Correlation vs Causation,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/philosophy/correlation-vs-causation,Correlation vs Causation - The Decision Lab,
998,Functionalism,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/philosophy/functionalism,Functionalism - The Decision Lab,
999,Risk Seeking Behaviour,NA,The Descion Lab,https://thedecisionlab.com/reference-guide/psychology/risk-seeking-behavior,Risk-Seeking Behavior - The Decision Lab,
1000,How Behavioral Science Can Build Products that Sell Themselves: The Pirate Funnel Toolkit,2023,Riya Chhabra,https://thedecisionlab.com/insights/business/behavioral-science-pirate-funnel-toolkit,How Behavioral Science Can Build Products that Sell Themselves_ The Pirate Funnel Toolkit - The Decision Lab,
1001,7 Behavioral Tips for Designing the Ideal Customer Experience,2022,Melina Moleskis,https://thedecisionlab.com/insights/consumer-insights/7-behavioral-tips-for-designing-the-ideal-customer-experience,7 Behavioral Tips for Designing the Ideal Customer Experience - The Decision Lab,
1002,"Game, Set, Match: Getting Gamification Right",2021,Preeti Kotamarthi,https://thedecisionlab.com/insights/consumer-insights/game-set-match-getting-gamification-right,"Game, Set, Match_ Getting Gamification Right - The Decision Lab",
1003,From Theory to Frameworks: Putting Behavioral Science to Work,2021,Preeti Kotamarthi,https://thedecisionlab.com/insights/consumer-insights/from-theory-to-frameworks-putting-behavioral-science-to-work,From Theory to Frameworks_ Putting Behavioral Science to Work - The Decision Lab,
1004,Nudging Consumers Towards Big-Picture Thinking,2020,John Laurence,https://thedecisionlab.com/insights/consumer-insights/the-theory-of-me-how-marketers-can-nudge-consumers-towards-big-picture-thinkin,Nudging Consumers Towards Big-Picture Thinking - The Decision Lab,
1005,How To Use Behavioral Science To Influence Consumer Decision-Making,2018,Alicia Park,https://www.newneuromarketing.com/how-to-use-behavioral-science-to-influence-consumer-decision-making,How to use behavioral science to influence consumer decision-making - New Neuromarketing,
1006,Behavioral science: Why it’s critical to understanding how consumers make decisions today ,2022,Symend,https://symend.com/blog/why-behavioral-science-is-critical-to-understanding-how-consumers-make-decisions-today/,Behavioral science_ Why it’s critical to understanding how consumers make decisions today  - Symend _ The Science of Engagement,
1007,Using behavioural science to create new consumer habits,2020,"Christopher Brewer, Tiffancy Tivasuradej",https://www.wpp.com/wpp-iq/2020/05/using-behavioural-science-to-create-new-consumer-habits,Using behavioural science to create new consumer habits _ WPP,
1008,Behavioral Science and Marketing,2021,Angela,https://wp.nyu.edu/mind/2021/07/07/behavioral-science-and-marketing/,"Behavioral Science and Marketing – Mind, Body and Soul",
1009,Using behavioural science to fulfil customer needs,2022,Sue Benson,https://thebehavioursagency.com/fulfil-customer-needs-with-behavioural-science/,Using behavioural science to fulfil customer needs - The Behaviours Agency,
1010,How to Use Behavioral Science to Improve Your Marketing & Customer Experience,2020,Jennifer Clinehens,https://www.choicehacking.com/2020/05/02/how-to-use-behavioral-science-to-improve-experience/,How to Use Behavioral Science to Improve Your Marketing _ Customer Experience,
